stem,pos,description
almashmoq,ADJ,Adjective {Sifat}
almashmoq,NOUN,Noun {Ot}
almashmoq,PRN,Pronoun {Olmosh}
almashtir,VERB,Verb {Fe'l}
almashtirgiz,VERB,Verb {Fe'l}
almashtiril,VERB,Verb {Fe'l}
almashtirish,NOUN,Noun {Ot}
almashtirish,VERB,Verb {Fe'l}
almashtirmoq,ADJ,Adjective {Sifat}
almashtirmoq,NOUN,Noun {Ot}
almashtirmoq,PRN,Pronoun {Olmosh}
almashtiruv,NOUN,Noun {Ot}
almashtiruvchi,NOUN,Noun {Ot}
almashuvchan,NOUN,Noun {Ot}
almashuvchanlik,NOUN,Noun {Ot}
almayi-aljayi,NOUN,Noun {Ot}
almenda,NOUN,Noun {Ot}
almisoq,ADJ,Adjective {Sifat}
almisoq,NOUN,Noun {Ot}
almisoq,PRN,Pronoun {Olmosh}
almisoqi,ADJ,Adjective {Sifat}
almisoqi,NOUN,Noun {Ot}
almoyi-aljoyi,NOUN,Noun {Ot}
alni,NOUN,Noun {Ot}
alniko,NOUN,Noun {Ot}
alo,NOUN,Noun {Ot}
aloe,NOUN,Noun {Ot}
alogizm,NOUN,Noun {Ot}
aloha,NOUN,Noun {Ot}
alohal,NOUN,Noun {Ot}
alohida,NOUN,Noun {Ot}
alohida-alohida,NOUN,Noun {Ot}
alohidala,VERB,Verb {Fe'l}
alohidalan,VERB,Verb {Fe'l}
alohidalik,NOUN,Noun {Ot}
alohidalov,NOUN,Noun {Ot}
alohiya,NOUN,Noun {Ot}
alohol,NOUN,Noun {Ot}
alohozolqiyos,NOUN,Noun {Ot}
aloizit,NOUN,Noun {Ot}
aloksit,NOUN,Noun {Ot}
alolo,NOUN,Noun {Ot}
alomat,NOUN,Noun {Ot}
alomat-qiyomat,NOUN,Noun {Ot}
alomatchoy,NOUN,Noun {Ot}
alomati,NOUN,Noun {Ot}
alomatli,NOUN,Noun {Ot}
alomatlik,NOUN,Noun {Ot}
alomatsiz,NOUN,Noun {Ot}
alomit,NOUN,Noun {Ot}
alopetsiya,NOUN,Noun {Ot}
aloq-chaloq,ADJ,Adjective {Sifat}
aloq-chaloq,NOUN,Noun {Ot}
aloq-chaloq,PRN,Pronoun {Olmosh}
aloqa,NOUN,Noun {Ot}
aloqachi,NOUN,Noun {Ot}
aloqachilik,NOUN,Noun {Ot}
aloqador,NOUN,Noun {Ot}
aloqador,PRN,Pronoun {Olmosh}
aloqadorlik,NOUN,Noun {Ot}
aloqadrihol,NOUN,Noun {Ot}
aloqalantir,VERB,Verb {Fe'l}
aloqalantiruv,NOUN,Noun {Ot}
aloqali,ADJ,Adjective {Sifat}
aloqali,NOUN,Noun {Ot}
aloqasiz,NOUN,Noun {Ot}
aloqasizlik,NOUN,Noun {Ot}
aloqaviy,NOUN,Noun {Ot}
aloy,NOUN,Noun {Ot}
alp,NOUN,Noun {Ot}
alp-alp,NOUN,Noun {Ot}
alpag‘ut,NOUN,Noun {Ot}
alpaka,NOUN,Noun {Ot}
alpang-talpang,NOUN,Noun {Ot}
alpang-talpanglamoq,NOUN,Noun {Ot}
alpang-talpanglash,NOUN,Noun {Ot}
alpari,NOUN,Noun {Ot}
alpenshtok,NOUN,Noun {Ot}
alpi-salpi,NOUN,Noun {Ot}
alpiniada,NOUN,Noun {Ot}
alpinist,NOUN,Noun {Ot}
alpinistlik,NOUN,Noun {Ot}
alpinizm,NOUN,Noun {Ot}
alpon-talpon,NOUN,Noun {Ot}
alpon-talpon,PRN,Pronoun {Olmosh}
alpong-talpong,NOUN,Noun {Ot}
alpong-talpongla,VERB,Verb {Fe'l}
alpong-talponglash,NOUN,Noun {Ot}
alpoz,NOUN,Noun {Ot}
alpozda,NOUN,Noun {Ot}
alqa,VERB,Verb {Fe'l}
alqamoq,ADJ,Adjective {Sifat}
alqamoq,NOUN,Noun {Ot}
alqamoq,PRN,Pronoun {Olmosh}
alqandoz,NOUN,Noun {Ot}
alqandozlik,NOUN,Noun {Ot}
alqash,NOUN,Noun {Ot}
alqasos,NOUN,Noun {Ot}
alqish,NOUN,Noun {Ot}
alqissa,NOUN,Noun {Ot}
alqor,NOUN,Noun {Ot}
alqor,PRN,Pronoun {Olmosh}
alqov,NOUN,Noun {Ot}
alsbastrli,NOUN,Noun {Ot}
alsifer,NOUN,Noun {Ot}
alt,NOUN,Noun {Ot}
altaks,NOUN,Noun {Ot}
altazimut,NOUN,Noun {Ot}
altchi,NOUN,Noun {Ot}
altchilik,NOUN,Noun {Ot}
alteratsiya,NOUN,Noun {Ot}
alternariozlar,NOUN,Noun {Ot}
alternat,NOUN,Noun {Ot}
alternativ,NOUN,Noun {Ot}
alternativa,NOUN,Noun {Ot}
alternator,NOUN,Noun {Ot}
alternatsiya,NOUN,Noun {Ot}
altey,NOUN,Noun {Ot}
altigraf,NOUN,Noun {Ot}
altimetr,NOUN,Noun {Ot}
alting,NOUN,Noun {Ot}
altituda,NOUN,Noun {Ot}
altof,NOUN,Noun {Ot}
altruist,NOUN,Noun {Ot}
altruizm,NOUN,Noun {Ot}
alund,NOUN,Noun {Ot}
alunit,NOUN,Noun {Ot}
alunitlashish,NOUN,Noun {Ot}
alunogen,NOUN,Noun {Ot}
alurgit,NOUN,Noun {Ot}
alushtit,NOUN,Noun {Ot}
alvasti,NOUN,Noun {Ot}
alvastinamo,NOUN,Noun {Ot}
alvastixona,NOUN,Noun {Ot}
alveola,NOUN,Noun {Ot}
alveolalar,NOUN,Noun {Ot}
alveolit,NOUN,Noun {Ot}
alveolizatsiya,NOUN,Noun {Ot}
alveolyar,NOUN,Noun {Ot}
alvido,INTJ,Interjection {Undov}
alvido,NOUN,Noun {Ot}
alvir-shalvir,NOUN,Noun {Ot}
alvit,NOUN,Noun {Ot}
alvon,NOUN,Noun {Ot}
alvon,PRN,Pronoun {Olmosh}
alvon-alvon,NOUN,Noun {Ot}
alvon-alvon,PRN,Pronoun {Olmosh}
alvonchi,NOUN,Noun {Ot}
alvonrang,NOUN,Noun {Ot}
alximik,NOUN,Noun {Ot}
alximiya,NOUN,Noun {Ot}
alyamon,NOUN,Noun {Ot}
alyans,NOUN,Noun {Ot}
alyaskit,NOUN,Noun {Ot}
alyaskitli,NOUN,Noun {Ot}
alyo,NOUN,Noun {Ot}
alyon,NOUN,Noun {Ot}
alyonda,NOUN,Noun {Ot}
alyor,NOUN,Noun {Ot}
alyorchi,NOUN,Noun {Ot}
alyorchilik,NOUN,Noun {Ot}
alyumag,NOUN,Noun {Ot}
alyumel,NOUN,Noun {Ot}
alyumin,ADV,Adverb {Ravish}
alyumin,NOUN,Noun {Ot}
alyuminatlar,NOUN,Noun {Ot}
alyuminiy,ADJ,Adjective {Sifat}
alyuminiy,NOUN,Noun {Ot}
alyuminiylash,NOUN,Noun {Ot}
alyuminiyli,NOUN,Noun {Ot}
alyuminotermiya,NOUN,Noun {Ot}
alyuminoz,NOUN,Noun {Ot}
alyumofosfat,NOUN,Noun {Ot}
alyumogel,NOUN,Noun {Ot}
alyumogidridlar,NOUN,Noun {Ot}
alyumokaltsit,NOUN,Noun {Ot}
alyumokvarsit,NOUN,Noun {Ot}
alyumolit,NOUN,Noun {Ot}
alyumosilikatlar,NOUN,Noun {Ot}
alyumotermiya,NOUN,Noun {Ot}
alyumotol,NOUN,Noun {Ot}
alyumoxromit,NOUN,Noun {Ot}
alyyans,NOUN,Noun {Ot}
amagmatik,NOUN,Noun {Ot}
amaki,ADJ,Adjective {Sifat}
amaki,NOUN,Noun {Ot}
amakibachcha,NOUN,Noun {Ot}
amakichilik,NOUN,Noun {Ot}
amakili,NOUN,Noun {Ot}
amakilik,NOUN,Noun {Ot}
amakivachcha,ADV,Adverb {Ravish}
amakivachcha,NOUN,Noun {Ot}
amakrin,NOUN,Noun {Ot}
amal,NOUN,Noun {Ot}
amal-taqal,NOUN,Noun {Ot}
amala,NOUN,Noun {Ot}
amalan,NOUN,Noun {Ot}
amalda,NOUN,Noun {Ot}
amaldor,NOUN,Noun {Ot}
amaldor,PRN,Pronoun {Olmosh}
amaldorchilik,NOUN,Noun {Ot}
amaldorlarcha,NOUN,Noun {Ot}
amaldorlik,NOUN,Noun {Ot}
amalgama,NOUN,Noun {Ot}
amalgamalangan,NOUN,Noun {Ot}
amalgamalash,NOUN,Noun {Ot}
amalgamatsiya,NOUN,Noun {Ot}
amaliy,ADJ,Adjective {Sifat}
amaliy,NOUN,Noun {Ot}
amaliy-moddiy,NOUN,Noun {Ot}
amaliy-nazariy,NOUN,Noun {Ot}
amaliy-tibbiy,NOUN,Noun {Ot}
amaliya,NOUN,Noun {Ot}
amaliylashtirmoq,NOUN,Noun {Ot}
amaliyot,NOUN,Noun {Ot}
amaliyotchi,NOUN,Noun {Ot}
amaliyotchi-o‘qituvchi,NOUN,Noun {Ot}
amaliyotchilik,NOUN,Noun {Ot}
amaliyotparast,NOUN,Noun {Ot}
amaliyotparastlik,NOUN,Noun {Ot}
amalla,VERB,Verb {Fe'l}
amallab,ADV,Adverb {Ravish}
amallab,NOUN,Noun {Ot}
amallamoq,ADJ,Adjective {Sifat}
amallamoq,NOUN,Noun {Ot}
amallamoq,PRN,Pronoun {Olmosh}
amallan,VERB,Verb {Fe'l}
amallash,NOUN,Noun {Ot}
amallash,VERB,Verb {Fe'l}
amallat,VERB,Verb {Fe'l}
amalparast,NOUN,Noun {Ot}
amalparastlik,ADJ,Adjective {Sifat}
amalparastlik,NOUN,Noun {Ot}
amaltalab,NOUN,Noun {Ot}
amarant,NOUN,Noun {Ot}
amarantit,NOUN,Noun {Ot}
amarillis,NOUN,Noun {Ot}
amastiya,NOUN,Noun {Ot}
amavroz,NOUN,Noun {Ot}
amazonit,NOUN,Noun {Ot}
amazonka,NOUN,Noun {Ot}
ambar,NOUN,Noun {Ot}
ambarsoz,NOUN,Noun {Ot}
ambarsozlik,NOUN,Noun {Ot}
ambiqutbiy,NOUN,Noun {Ot}
ambiseksuallik,NOUN,Noun {Ot}
ambistomasimonlar,NOUN,Noun {Ot}
ambivalentlik,NOUN,Noun {Ot}
ambligonit,NOUN,Noun {Ot}
ambliopiya,NOUN,Noun {Ot}
amblistoma,NOUN,Noun {Ot}
ambrazura,NOUN,Noun {Ot}
ambrit,NOUN,Noun {Ot}
ambrobene,NOUN,Noun {Ot}
ambrozin,NOUN,Noun {Ot}
ambroziya,NOUN,Noun {Ot}
ambulatoriya,NOUN,Noun {Ot}
ambun,NOUN,Noun {Ot}
amebioz,NOUN,Noun {Ot}
amebotsit,NOUN,Noun {Ot}
amebotsitlar,NOUN,Noun {Ot}
ameletit,NOUN,Noun {Ot}
ameliya,NOUN,Noun {Ot}
amenoreya,NOUN,Noun {Ot}
amensalizm,NOUN,Noun {Ot}
amensiya,NOUN,Noun {Ot}
amerika,NOUN,Noun {Ot}
amerikacha,NOUN,Noun {Ot}
amerikachasiga,NOUN,Noun {Ot}
amerikalik,NOUN,Noun {Ot}
amerikan,NOUN,Noun {Ot}
amerikancha,NOUN,Noun {Ot}
amerikanizmlar,NOUN,Noun {Ot}
amerikanka,NOUN,Noun {Ot}
amerikanoid,NOUN,Noun {Ot}
ameritsiy,NOUN,Noun {Ot}
ametist,NOUN,Noun {Ot}
ametropiya,NOUN,Noun {Ot}
amezit,NOUN,Noun {Ot}
amfibalar,NOUN,Noun {Ot}
amfibiontlar,NOUN,Noun {Ot}
amfibiya,NOUN,Noun {Ot}
amfibiya-samolyot,NOUN,Noun {Ot}
amfibiya-tank,NOUN,Noun {Ot}
amfibiyalar,NOUN,Noun {Ot}
amfiblastula,NOUN,Noun {Ot}
amfibolit,NOUN,Noun {Ot}
amfibolitlar,NOUN,Noun {Ot}
amfiboliya,NOUN,Noun {Ot}
amfibollar,NOUN,Noun {Ot}
amfibollashmoq,NOUN,Noun {Ot}
amfibolli,NOUN,Noun {Ot}
amfibraxiy,NOUN,Noun {Ot}
amfidiploidlar,NOUN,Noun {Ot}
amfigen,NOUN,Noun {Ot}
amfigenit,NOUN,Noun {Ot}
amfigoniya,NOUN,Noun {Ot}
amfikarbiya,NOUN,Noun {Ot}
amfikarpiya,NOUN,Noun {Ot}
amfilinidlar,NOUN,Noun {Ot}
amfimakr,NOUN,Noun {Ot}
amfimiksis,NOUN,Noun {Ot}
amfimorf,NOUN,Noun {Ot}
amfipodlar,NOUN,Noun {Ot}
amfisbena,NOUN,Noun {Ot}
amfisbenalar,NOUN,Noun {Ot}
amfiteatr,NOUN,Noun {Ot}
amfitoniya,NOUN,Noun {Ot}
amfiuma,NOUN,Noun {Ot}
amfiumalar,NOUN,Noun {Ot}
amfodelit,NOUN,Noun {Ot}
amfodontoz,NOUN,Noun {Ot}
amfogen,NOUN,Noun {Ot}
amfolit,NOUN,Noun {Ot}
amfolitlar,NOUN,Noun {Ot}
amfora,NOUN,Noun {Ot}
amfoter,NOUN,Noun {Ot}
amfoterit,NOUN,Noun {Ot}
amfoteritsin,NOUN,Noun {Ot}
amfoterlilik,NOUN,Noun {Ot}
amiant,NOUN,Noun {Ot}
amidlanish,NOUN,Noun {Ot}
amidlar,NOUN,Noun {Ot}
amidlash,NOUN,Noun {Ot}
amidli,NOUN,Noun {Ot}
amidol,NOUN,Noun {Ot}
amidopirin,NOUN,Noun {Ot}
amigdalin,NOUN,Noun {Ot}
amikazol,NOUN,Noun {Ot}
amikronlar,NOUN,Noun {Ot}
amil,NOUN,Noun {Ot}
amilatsetat,NOUN,Noun {Ot}
amilazalar,NOUN,Noun {Ot}
amilenlar,NOUN,Noun {Ot}
amiliya,NOUN,Noun {Ot}
amilnitrit,NOUN,Noun {Ot}
amilodekstrin,NOUN,Noun {Ot}
amiloid,NOUN,Noun {Ot}
amiloidoz,NOUN,Noun {Ot}
amilondoz,NOUN,Noun {Ot}
amilopektin,NOUN,Noun {Ot}
amiloplastlar,NOUN,Noun {Ot}
amiloza,NOUN,Noun {Ot}
amilxlorid,NOUN,Noun {Ot}
amimiya,NOUN,Noun {Ot}
amin,ADV,Adverb {Ravish}
amin,NOUN,Noun {Ot}
aminalog,NOUN,Noun {Ot}
aminalon,NOUN,Noun {Ot}
aminazin,NOUN,Noun {Ot}
aminlar,NOUN,Noun {Ot}
aminlash,NOUN,Noun {Ot}
aminlik,NOUN,Noun {Ot}
aminoakrixin,NOUN,Noun {Ot}
aminoatsidermiya,NOUN,Noun {Ot}
aminoatsiduriya,NOUN,Noun {Ot}
aminobenzol,NOUN,Noun {Ot}
aminofenollar,NOUN,Noun {Ot}
aminokapron,NOUN,Noun {Ot}
aminokislota,NOUN,Noun {Ot}
aminokislotalar,NOUN,Noun {Ot}
aminomoy,NOUN,Noun {Ot}
aminona,ADV,Adverb {Ravish}
aminona,NOUN,Noun {Ot}
aminoplastlar,NOUN,Noun {Ot}
aminopropionat,NOUN,Noun {Ot}
aminoqandlar,NOUN,Noun {Ot}
aminoqatronlar,NOUN,Noun {Ot}
aminoshakarlar,NOUN,Noun {Ot}
aminospirtlar,NOUN,Noun {Ot}
aminotoluollar,NOUN,Noun {Ot}
aminotransferazalar,NOUN,Noun {Ot}
aminov,NOUN,Noun {Ot}
aminozidin,NOUN,Noun {Ot}
amiq,NOUN,Noun {Ot}
amir,NOUN,Noun {Ot}
amiralmo'minin,ADV,Adverb {Ravish}
amiralmo‘minin,NOUN,Noun {Ot}
amiralmuslimin,NOUN,Noun {Ot}
amiralumaro,NOUN,Noun {Ot}
amiri,NOUN,Noun {Ot}
amiriy,NOUN,Noun {Ot}
amirkon,NOUN,Noun {Ot}
amirkon,PRN,Pronoun {Olmosh}
amirlik,ADJ,Adjective {Sifat}
amirlik,NOUN,Noun {Ot}
amirona,NOUN,Noun {Ot}
amirzoda,NOUN,Noun {Ot}
amirzodalik,NOUN,Noun {Ot}
amitoz,NOUN,Noun {Ot}
amlok,ADJ,Adjective {Sifat}
amlok,NOUN,Noun {Ot}
amlokdor,NOUN,Noun {Ot}
amlokdor,PRN,Pronoun {Olmosh}
amlokdorlik,NOUN,Noun {Ot}
amlokdorxona,NOUN,Noun {Ot}
amma,NOUN,Noun {Ot}
amma-xola,NOUN,Noun {Ot}
amma-xolalik,NOUN,Noun {Ot}
ammabachcha,NOUN,Noun {Ot}
ammalik,NOUN,Noun {Ot}
ammatollar,NOUN,Noun {Ot}
ammavachcha,ADV,Adverb {Ravish}
ammavachcha,NOUN,Noun {Ot}
ammiak,ADJ,Adjective {Sifat}
ammiak,NOUN,Noun {Ot}
ammiak-selitra,NOUN,Noun {Ot}
ammiakatlar,NOUN,Noun {Ot}
ammiakli,ADJ,Adjective {Sifat}
ammiakli,NOUN,Noun {Ot}
ammiakli-nitratli,NOUN,Noun {Ot}
ammiaksiz,NOUN,Noun {Ot}
ammo,CNJ,Bog'lovchi
ammo,NOUN,Noun {Ot}
ammo-lekin,ADJ,Adjective {Sifat}
ammo-lekin,ADV,Adverb {Ravish}
ammo-lekin,NOUN,Noun {Ot}
ammofillar,NOUN,Noun {Ot}
ammofos,NOUN,Noun {Ot}
ammofoska,NOUN,Noun {Ot}
ammonal,NOUN,Noun {Ot}
ammonallar,NOUN,Noun {Ot}
ammoniak,NOUN,Noun {Ot}
ammonitlar,NOUN,Noun {Ot}
ammoniy,ADJ,Adjective {Sifat}
ammoniy,NOUN,Noun {Ot}
ammoniylangan,NOUN,Noun {Ot}
ammoniylar,NOUN,Noun {Ot}
ammoniylash,NOUN,Noun {Ot}
ammoniylashuv,NOUN,Noun {Ot}
ammoniyli,NOUN,Noun {Ot}
ammoniylik,NOUN,Noun {Ot}
ammonoliz,NOUN,Noun {Ot}
amn,NOUN,Noun {Ot}
amneziya,NOUN,Noun {Ot}
amnion,NOUN,Noun {Ot}
amniotalar,NOUN,Noun {Ot}
amnistiya,NOUN,Noun {Ot}
amniyat,NOUN,Noun {Ot}
amoma,NOUN,Noun {Ot}
amoral,NOUN,Noun {Ot}
amoralizm,NOUN,Noun {Ot}
amorallik,NOUN,Noun {Ot}
amoratmaob,NOUN,Noun {Ot}
amorf,NOUN,Noun {Ot}
amorfa,NOUN,Noun {Ot}
amorfizm,NOUN,Noun {Ot}
amorflik,NOUN,Noun {Ot}
amoriylar,NOUN,Noun {Ot}
amorodos,NOUN,Noun {Ot}
amortizator,NOUN,Noun {Ot}
amortizator,PRN,Pronoun {Olmosh}
amortizatsion,NOUN,Noun {Ot}
amortizatsiya,NOUN,Noun {Ot}
amortizatsiyalash,NOUN,Noun {Ot}
amortizatsiyalov,NOUN,Noun {Ot}
amortizatsiyalovchi,NOUN,Noun {Ot}
ampel,NOUN,Noun {Ot}
ampelit,NOUN,Noun {Ot}
ampelografiya,NOUN,Noun {Ot}
ampelologiya,NOUN,Noun {Ot}
ampeloterapiya,NOUN,Noun {Ot}
amper,NOUN,Noun {Ot}
amper-o‘ramlar,NOUN,Noun {Ot}
amper-sekund,NOUN,Noun {Ot}
amper-soat,NOUN,Noun {Ot}
amper-tarozi,NOUN,Noun {Ot}
amper-volt,NOUN,Noun {Ot}
amperaj,NOUN,Noun {Ot}
amperli,ADJ,Adjective {Sifat}
amperli,NOUN,Noun {Ot}
amperlik,NOUN,Noun {Ot}
ampermetr,NOUN,Noun {Ot}
amperometrik,NOUN,Noun {Ot}
amperometriya,NOUN,Noun {Ot}
ampervolt,NOUN,Noun {Ot}
ampervoltmetr,NOUN,Noun {Ot}
ampervoltvattmetr,NOUN,Noun {Ot}
ampilitron,NOUN,Noun {Ot}
ampioks,NOUN,Noun {Ot}
ampir,NOUN,Noun {Ot}
ampitsillin,NOUN,Noun {Ot}
amplesoidli,NOUN,Noun {Ot}
amplidin,NOUN,Noun {Ot}
amplifikatsiya,NOUN,Noun {Ot}
amplitron,NOUN,Noun {Ot}
amplituda,NOUN,Noun {Ot}
amplitudaviy,NOUN,Noun {Ot}
amplua,NOUN,Noun {Ot}
ampula,NOUN,Noun {Ot}
ampulali,NOUN,Noun {Ot}
amputatsiya,NOUN,Noun {Ot}
amr,NOUN,Noun {Ot}
amr-farmon,NOUN,Noun {Ot}
amraq,NOUN,Noun {Ot}
amrima'ruf,NOUN,Noun {Ot}
amrimahol,NOUN,Noun {Ot}
amrima’ruf,NOUN,Noun {Ot}
amrnoma,NOUN,Noun {Ot}
amrud,NOUN,Noun {Ot}
amsol,NOUN,Noun {Ot}
amsten,NOUN,Noun {Ot}
amsterdamlik,NOUN,Noun {Ot}
amud,NOUN,Noun {Ot}
amudaryolik,NOUN,Noun {Ot}
amudiy,NOUN,Noun {Ot}
amunitsiya,NOUN,Noun {Ot}
amurlar,NOUN,Noun {Ot}
amvol,NOUN,Noun {Ot}
amxara,NOUN,Noun {Ot}
amyoba,NOUN,Noun {Ot}
amyobalar,NOUN,Noun {Ot}
amyobali,NOUN,Noun {Ot}
amyobasimon,NOUN,Noun {Ot}
amyobiaz,NOUN,Noun {Ot}
amyoboid,NOUN,Noun {Ot}
amyobovid,NOUN,Noun {Ot}
an'ana,NOUN,Noun {Ot}
an'anaviy,ADJ,Adjective {Sifat}
ana,INTJ,Interjection {Undov}
ana,NOUN,Noun {Ot}
ana-mana,NOUN,Noun {Ot}
anabaptistlar,NOUN,Noun {Ot}
anabas,NOUN,Noun {Ot}
anabasis,NOUN,Noun {Ot}
anabazin,NOUN,Noun {Ot}
anabazis,NOUN,Noun {Ot}
anabena,NOUN,Noun {Ot}
anaberratsion,NOUN,Noun {Ot}
anabiotik,NOUN,Noun {Ot}
anabioz,NOUN,Noun {Ot}
anaboliklar,NOUN,Noun {Ot}
anabolizm,NOUN,Noun {Ot}
anaerob,NOUN,Noun {Ot}
anaerobiontlar,NOUN,Noun {Ot}
anaerobioz,NOUN,Noun {Ot}
anaeroblar,NOUN,Noun {Ot}
anafalis,NOUN,Noun {Ot}
anafara,NOUN,Noun {Ot}
anafaza,NOUN,Noun {Ot}
anafilaksiya,NOUN,Noun {Ot}
anafilaktogen,NOUN,Noun {Ot}
anafit,NOUN,Noun {Ot}
anafora,NOUN,Noun {Ot}
anaforik,NOUN,Noun {Ot}
anaforit,NOUN,Noun {Ot}
anaforma,NOUN,Noun {Ot}
anafront,NOUN,Noun {Ot}
anagramma,NOUN,Noun {Ot}
anakoluf,NOUN,Noun {Ot}
anakonda,NOUN,Noun {Ot}
anakondalar,NOUN,Noun {Ot}
anakreontik,NOUN,Noun {Ot}
anakreontika,NOUN,Noun {Ot}
anakreontizm,NOUN,Noun {Ot}
anal,NOUN,Noun {Ot}
analbit,NOUN,Noun {Ot}
analeptiklar,NOUN,Noun {Ot}
analgetik,NOUN,Noun {Ot}
analgetiklar,NOUN,Noun {Ot}
analgeziya,NOUN,Noun {Ot}
analgin,NOUN,Noun {Ot}
analgiya,NOUN,Noun {Ot}
analhaq,NOUN,Noun {Ot}
analitik,ADJ,Adjective {Sifat}
analitik,NOUN,Noun {Ot}
analitik-sintetik,NOUN,Noun {Ot}
analitika,NOUN,Noun {Ot}
analiz,NOUN,Noun {Ot}
analizator,NOUN,Noun {Ot}
analizator,PRN,Pronoun {Olmosh}
analizatorlar,NOUN,Noun {Ot}
analiziya,NOUN,Noun {Ot}
analog,NOUN,Noun {Ot}
analogik,ADJ,Adjective {Sifat}
analogik,NOUN,Noun {Ot}
analogiya,NOUN,Noun {Ot}
analoglar,NOUN,Noun {Ot}
analoylar,NOUN,Noun {Ot}
analtsim,NOUN,Noun {Ot}
analtsitit,NOUN,Noun {Ot}
anamezit,NOUN,Noun {Ot}
anamnez,NOUN,Noun {Ot}
anamniyalar,NOUN,Noun {Ot}
anamorf,NOUN,Noun {Ot}
anamorfizm,NOUN,Noun {Ot}
anamorfoz,NOUN,Noun {Ot}
ananas,NOUN,Noun {Ot}
ananteleslar,NOUN,Noun {Ot}
anapest,NOUN,Noun {Ot}
anapirin,NOUN,Noun {Ot}
anaplaz,NOUN,Noun {Ot}
anaplaziya,NOUN,Noun {Ot}
anaplazma,NOUN,Noun {Ot}
anaplazmoz,NOUN,Noun {Ot}
anaprilin,NOUN,Noun {Ot}
anapsidlar,NOUN,Noun {Ot}
anartriya,NOUN,Noun {Ot}
anarxist,NOUN,Noun {Ot}
anarxistik,ADJ,Adjective {Sifat}
anarxistik,NOUN,Noun {Ot}
anarxistlik,ADJ,Adjective {Sifat}
anarxistlik,NOUN,Noun {Ot}
anarxiya,NOUN,Noun {Ot}
anarxiyachi,NOUN,Noun {Ot}
anarxizm,NOUN,Noun {Ot}
anarxo-sindikalist,NOUN,Noun {Ot}
anarxo-sindikalistik,NOUN,Noun {Ot}
anarxo-sindikalizm,NOUN,Noun {Ot}
anasarka,NOUN,Noun {Ot}
anaspidlar,NOUN,Noun {Ot}
anastigmat,NOUN,Noun {Ot}
anastigmatik,NOUN,Noun {Ot}
anastigmatizm,NOUN,Noun {Ot}
anastomoz,NOUN,Noun {Ot}
anastomozlovchi,NOUN,Noun {Ot}
anatoksin,NOUN,Noun {Ot}
anatom,NOUN,Noun {Ot}
anatomik,ADJ,Adjective {Sifat}
anatomik,NOUN,Noun {Ot}
anatomik-gistologik,NOUN,Noun {Ot}
anatomiya,NOUN,Noun {Ot}
anatonoz,NOUN,Noun {Ot}
anatotsizm,NOUN,Noun {Ot}
anavi,NOUN,Noun {Ot}
anaxromat,NOUN,Noun {Ot}
anaxronizm,NOUN,Noun {Ot}
anaxtar,NOUN,Noun {Ot}
anbar,NOUN,Noun {Ot}
anbarafshon,NOUN,Noun {Ot}
anbarafshon,PRN,Pronoun {Olmosh}
anbarbor,NOUN,Noun {Ot}
anbarbo‘,NOUN,Noun {Ot}
anbarbo‘y,NOUN,Noun {Ot}
anbarbo‘ylik,NOUN,Noun {Ot}
anbarchi,NOUN,Noun {Ot}
anbardor,NOUN,Noun {Ot}
anbarin,NOUN,Noun {Ot}
anbarnasim,NOUN,Noun {Ot}
anbaroso,NOUN,Noun {Ot}
anbarso,NOUN,Noun {Ot}
anbiyo,NOUN,Noun {Ot}
anbiyo-avliyo,NOUN,Noun {Ot}
anbiyoulloh,NOUN,Noun {Ot}
anbuh,NOUN,Noun {Ot}
ancha,ADV,Adverb {Ravish}
ancha,NOUN,Noun {Ot}
ancha-ancha,NOUN,Noun {Ot}
ancha-muncha,ADV,Adverb {Ravish}
ancha-muncha,NOUN,Noun {Ot}
anchagacha,NOUN,Noun {Ot}
anchagina,NOUN,Noun {Ot}
anchaki,ADJ,Adjective {Sifat}
anchaki,NOUN,Noun {Ot}
anchar,NOUN,Noun {Ot}
anchayin,ADV,Adverb {Ravish}
anchayin,NOUN,Noun {Ot}
anchous,NOUN,Noun {Ot}
anda,NOUN,Noun {Ot}
andak,ADJ,Adjective {Sifat}
andak,NOUN,Noun {Ot}
andak-andak,NOUN,Noun {Ot}
andakkina,NOUN,Noun {Ot}
andaksin,NOUN,Noun {Ot}
andali,NOUN,Noun {Ot}
andalib,NOUN,Noun {Ot}
andalik,NOUN,Noun {Ot}
andaluzit,NOUN,Noun {Ot}
andamanlar,NOUN,Noun {Ot}
andante,NOUN,Noun {Ot}
andarmon,ADJ,Adjective {Sifat}
andarmon,NOUN,Noun {Ot}
andarmon,PRN,Pronoun {Olmosh}
andaryak,NOUN,Noun {Ot}
andava,NOUN,Noun {Ot}
andavachi,NOUN,Noun {Ot}
andavala,VERB,Verb {Fe'l}
andavalamoq,ADJ,Adjective {Sifat}
andavalamoq,NOUN,Noun {Ot}
andavalamoq,PRN,Pronoun {Olmosh}
andavalash,NOUN,Noun {Ot}
andavalash,VERB,Verb {Fe'l}
andavalat,VERB,Verb {Fe'l}
andavalatish,NOUN,Noun {Ot}
andavalov,NOUN,Noun {Ot}
andaza,NOUN,Noun {Ot}
andazachi,NOUN,Noun {Ot}
andazala,VERB,Verb {Fe'l}
andazalash,NOUN,Noun {Ot}
andazalash,VERB,Verb {Fe'l}
